Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
Dunwell Plaza,NY36H108010,"1920 Amsterdam Ave, New York, 10032",New York,C&C Apartment Management LLC,Dunwell NYAH III Holdings LLC,NYC,1062692,1021140035,31,71,13,36061024100,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.83200346,-73.94293404,800015055,589126.9519381624,4520645.7242338415
Dynamic Hostels,NY36T781039,"2448 E Tremont Ave, Bronx, 10461",Bronx,The Institutes of Applied Human Dynamics Inc,Dynamic Hostels Residence Corporation,NYC,2042247,2039970042,34,87,14,36005020400,,NYC GEOG DIST #11 - BRONX,321100,40.84248706,-73.85155015,800015058,596816.9120849378,4521906.481993767
Institutes of Applied Human Dynamics,NY36T791052,"825 Burke Ave, Bronx, 10467",Bronx,Dynamic Residence Corp of Burke Avenue,Dynamic Residence Corp of Burke Avenue,NYC,2056408,2046050010,36,83,15,36005037200,,NYC GEOG DIST #11 - BRONX,321100,40.87152475,-73.86243537,800015059,595857.3733352154,4525117.979873413
Erma Cava II Housing For the Elderly,NY36T811015,"887 Southern Blvd, Bronx, 10459",Bronx,Wavecrest Management Team Ltd,"E.C. Housing Development Fund Company, Inc.",NYC,2005752,2027220040,32,85,14,36005008900,,NYC GEOG DIST # 8 - BRONX,320800,40.81904076,-73.89370406,800015064,593296.0387939042,4519257.990150402
PRC Andrews Avenue,NY360015147,"1710 Andrews Ave, Bronx, 10453",Bronx,Fairstead Management LLC,PRC Andrews Avenue LLC,NYC,2009012,2028780170,31,86,13,36005021501,,NYC GEOG DIST # 9 - BRONX,320900,40.84989484,-73.91774638,800015065,591226.1600181181,4522657.761043592
East Court V,NY06H108044,"410 Alexander Street, Rochester, 14607",Monroe,"Conifer Management, LLC",East Court V Associates,ROS,,,55,137,25,36055001000,,ROCHESTER CITY SD,261600,43.15918401,-77.59176783,800015066,289290.70732570405,4781753.185501191
McCARTHY MANOR,NY068023007,"501 S CROUSE AVE, SYRACUSE, 13210",Onondaga,RA Management LLC,"McCarthy Manor Preservation, L.P.",ROS,,,48,129,22,36067004302,,SYRACUSE CITY SD,421800,43.04500526,-76.13591156,800015067,407480.8996992196,4766438.612814376
East Main St Apts,NY06T871003,"371 E Main Street (Rts 5&20), Waterloo, 13165",Seneca,Christopher Community Inc,Taylor Brown HDFC Inc,ROS,,,58,131,24,36099950500,,WATERLOO CSD,561006,42.9031083,-76.84711869,800015068,349206.09356470243,4751710.232265984
Eastside Homes,NY06T801024,"14 Roxwell Ct, Fairport, 14450",Monroe,"CDS Monarch, Inc.",Confac Group Homes Inc,ROS,,,55,135,25,36055011710,,FAIRPORT CSD,261301,43.10664681,-77.42281252,800015070,302858.45127367304,4775507.090237349
EAST 104TH STREET,NY36L000145,"315 E 103RD ST, NEW YORK, 10029",New York,C&C Apartment Management LLC,East 103rd Street Associates LLC,NYC,1079348,1016750011,29,68,13,36061016400,100-year,NYC GEOG DIST # 4 - MANHATTAN,310400,40.78828884,-73.94259091,800015071,589214.421225289,4515793.37390026
East 21st St Apts,NY36A006001,"325 E 21st St, Brooklyn, 11226",Kings,Star Realty Corporation,"Eastern Parkway Development Associates II, L.P.",NYC,3117646,3051250033,21,42,9,36047051001,,NYC GEOG DIST #22 - BROOKLYN,332200,40.64643663,-73.95912768,800015072,588005.8052341001,4500030.122753363
Eastern Parkway,NY360008025,"1366 Eastern Pky, Brooklyn, 11233",Kings,Truman Development & Management LLC,"Eastern Parkway HAP Associates, L.P.",NYC,3037627,3013990034,20,55,9,36047035900,,NYC GEOG DIST #17 - BROOKLYN,331700,40.667929,-73.923331,800015073,591003.2570075867,4502452.33827451
Eastern Parkway Development,NY36A007003,"1005 Eastern Parkway, Brooklyn, 11213",Kings,Star Realty Corporation,"Eastern Parkway Development Associates, L.P.",NYC,3037305,3013890060,20,43,9,36047035301,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66939373,-73.93496459,800015074,590017.9642332046,4502602.954121018
Ebony Gardens,NY36H108040,"142 S 7th Ave, Mount Vernon, 10550",Westchester,RA Management LLC,EG Mt Vernon Preservation LP,ROS,,,36,89,16,36119002900,,MT VERNON SCHOOL DISTRICT,660900,40.90745081,-73.83862018,800015076,597811.2849262254,4529132.504685781
Echo Apts,NY36T871016,"1050 Amsterdam Ave, New York, 10025",New York,"Phipps Houses Services, Inc.","Echo Apartments Associates, LP",NYC,1078616,1018830036,30,69,13,36061019900,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80419027,-73.9632015,800015077,587454.5890304256,4517537.800531429
Edward T Boyle Center,NY022905201,"149 Genesee St, Auburn, 13021",Cayuga,Christopher Community Inc,PFI Housing Company Of Auburn Inc,ROS,,,48,126,24,36011042100,,AUBURN CITY SD,50100,42.93067933,-76.5692086,800015080,371951.51784727734,4754311.378637347
Canandaigua Elderly Housing,NY06T811011,"80 Parrish St, Canandaigua, 14424",Ontario,"Rochester Management, Inc.",Canandaigua Hsg Dvlpmnt Fund Co Inc,ROS,,,54,131,24,36069051102,,CANANDAIGUA CITY SD,430300,42.87961844,-77.28000425,800015081,313794.506108892,4749968.49578548
Elaine Estates,NY06T871009,"Murray Street Ext, Auburn, 13021",Cayuga,"Two Plus Four Management Co., Inc.","E.S. FreedomHousing Development Fund Company, Inc.",ROS,,,48,126,24,36011041400,,AUBURN CITY SD,50100,42.950231,-76.554566,800015082,373186.52735088876,4756460.403604004
Elbee Gardens,NY36L000010,"1950 Clove Rd, Staten Island, 10304",Richmond,Progressive Management of NY V LLC,Elbee Gardens Housing Limited Partnership,NYC,5046266,5031570001,24,63,11,36085005000,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.60476667,-74.08729639,800015083,577216.9643887517,4495284.217859721
Elizabeth Square Apts,NY06H108040,"430 Fulton St, Waverly, 14892",Tioga,CRM Rental Management Inc,Elizabeth Square LLC,ROS,,,58,124,19,36107020703,,WAVERLY CSD,600101,42.0016258,-76.54123779,800015084,372359.9632993085,4651105.640163854
Ellenville Urban Renewal Housing,NY360019025,"110 Center St, Ellenville, 12428",Ulster,Ellenville Housing Associates Ltd.,Ellenville Housing Associates Ltd.,ROS,,,51,101,19,36111954800,500-year,ELLENVILLE CSD,622002,41.71474443,-74.39210315,800015086,550568.9010341883,4618283.92679769
Towne Gardens,NY06L000012,"9 - 20 Curry Walk, Buffalo, 14204",Erie,PCL Management LLC,Towne Gardens South Managers LLC,ROS,,,63,141,26,36029001404,,BUFFALO CITY SD,140600,42.88258805,-78.85779693,800015089,184941.3900597518,4755000.033572089
Elliot Graham Housing,NY360015085,"663 Howard Ave, Brooklyn, 11212",Kings,Essex Management Company LLC,Committed Community Associates,NYC,3080887,3035120001,25,55,8,36047090000,,NYC GEOG DIST #23 - BROOKLYN,332300,40.666356,-73.918986,800015090,591372.6630736922,4502282.2327298755
Williams & Georgia Towers,NY36E000001,"405 Williams Ave, Brooklyn, 11207",Kings,Prestige Management Inc,"Williams and Georgia Towers, HDFC c/o Prestige Management, Inc.",NYC,3084437,3037850001,19,60,8,36047113400,,NYC GEOG DIST #19 - BROOKLYN,331900,40.66631316,-73.89815911,800015093,593133.1475335667,4502299.332642113
EM Moore Houses,NY36T801031,"160 W 116th St, New York, 10026",New York,Shinda Management Corporation,Canaan Housing Development Fund Corp.,NYC,1055056,1018250059,30,70,13,36061021800,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80275071,-73.95188961,800015095,588410.6800385178,4517389.343221373
Epsilon Housing,NY06T881003,"8169 Boston State Rd, Boston, 14075",Erie,People Inc.,EPSILON HOUSING CORPORATION,ROS,,,60,147,23,36029015202,,HAMBURG CSD,141601,42.66146639,-78.74919415,800015100,192718.8693097891,4730040.396823931
Amherst,NY062703201,"26 Campus Ln, Amherst, 14226",Erie,"NYSARC, Inc. Erie County Chapter",Erie Co Comm Res Project Inc,ROS,,,61,146,26,36029009401,,AMHERST CSD,140201,42.97590357,-78.78497602,800015101,191356.17646010563,4765093.736052974
Erma Cava Houses,NY36T791007,"923 Barretto St, Bronx, 10459",Bronx,Wavecrest Management Team Ltd,Erma Cava HDFC Inc,NYC,2005754,2027220052,32,85,14,36005008900,,NYC GEOG DIST # 8 - BRONX,320800,40.81945521,-73.89342335,800015102,593319.1311302205,4519304.296716802
Esther Dashew Apts,NY360006010,"20 Secora Dr, Spring Valley, 10952",Rockland,"Wingate Management Company, LLC.",FLG Company LLC,ROS,,,38,97,17,36087012401,,EAST RAMAPO CSD (SPRING VALLEY),500402,41.10640591,-74.05969415,800015106,578954.3335012335,4550995.2099770885
Evergreen Avenue Coop,NY36L000129,"1125-75 Evergreen Ave, Bronx, 10472",Bronx,Urban Home Ownership Corporation,"Evergreen Estates HDFC, Incorporated",NYC,2023769,2037370070,32,85,14,36005005200,500-year,NYC GEOG DIST # 8 - BRONX,320800,40.82627,-73.880833,800015109,594371.2512360797,4520074.28369482
Evergreen Avenue Coop,NY36M000199,"1125-75 Evergreen Ave, Bronx, 10472",Bronx,Urban Home Ownership Corporation,"Evergreen Estates HDFC, Incorporated",NYC,2023769,2037370070,32,85,14,36005005200,500-year,NYC GEOG DIST # 8 - BRONX,320800,40.82627,-73.880833,800015109,594371.2512360797,4520074.28369482
Chung Pak,NY36T841037,"96 Baxter St, New York, 10013",New York,JAS Housing Consultants,"Everlasting Pine H.D.F.C., INC.",NYC,1084583,1001980126,27,65,10,36061002901,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.71721186,-73.99964274,800015110,584490.7757696814,4507846.8399385465
Bryant Ave.,NY36T782006,"621 Bryant Ave, Bronx, 10474",Bronx,The Institutes of Applied Human Dynamics Inc,The Institutes of Applied Human Dynamics Inc,NYC,2006715,2027660081,29,84,14,36005009301,,NYC GEOG DIST # 8 - BRONX,320800,40.81307379,-73.88533833,800015112,594009.9738457715,4518604.541918671
Manida Street Group Home,NY36T782005,"632 Manida St, Bronx, 10474",Bronx,The Institutes of Applied Human Dynamics Inc,The Institutes of Applied Human Dynamics Inc,NYC,2006665,2027650296,29,84,14,36005009301,,NYC GEOG DIST # 8 - BRONX,320800,40.8126432,-73.88777038,800015113,593805.4587614366,4518554.136893077
Ward Ave,NY36T782001,"1249 Ward Ave, Bronx, 10472",Bronx,The Institutes of Applied Human Dynamics Inc,The Institutes of Applied Human Dynamics Inc,NYC,2025263,2037740055,32,85,14,36005005400,,NYC GEOG DIST #12 - BRONX,321200,40.83048816,-73.87784988,800015114,594616.8042327453,4520545.755728627
Findlay Teller Apartments,NY360880201,"1201 Findlay Ave, Bronx, 10456",Bronx,Belmont-Arthur Avenue Local Development Corp,FINDLAY TELLER H.D.F. CORPORATION,NYC,2002298,2024350045,32,77,15,36005017500,,NYC GEOG DIST # 9 - BRONX,320900,40.8321289,-73.91258761,800015116,591685.4954250794,4520690.96159492
Schervier Apartments,NY36T811029,"2995 Independence Ave, Bronx, 10463",Bronx,"Frances Schervier Home and Hospital, Inc.",2995 Independence Avenue LLC,NYC,2083523,2057500500,33,81,15,36005030100,,NYC GEOG DIST #10 - BRONX,321000,40.88291861,-73.91765904,800015119,591188.2057417042,4526323.813989052
French Apts,NY360011041,"330 W 30th St, New York, 10001",New York,RA Management LLC,French Apartments Housing Company,NYC,1013499,1007530056,47,75,12,36061009700,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.75010388,-73.99657782,800015120,584707.9140290705,4511501.034474971
Aldus I,NY360015057,"949 Faile St, Bronx, 10459",Bronx,Wavecrest Management Team Ltd,Faile Street Associates,NYC,2006077,2027460040,32,85,14,36005011900,,NYC GEOG DIST # 8 - BRONX,320800,40.82247666,-73.88954836,800015121,593641.6704545493,4519643.838545266
Fairmount Gardens,NY06T831027,"4913 W Genesee St, Camillus, 13031",Onondaga,National Church Residences,NCR of Camillus Housing Development Fund Co Inc,ROS,,,50,126,22,36067012600,,WEST GENESEE CSD,420101,43.04199658,-76.2523485,800015123,397992.116538096,4766239.430545675
Fairview Manhattan Park,NY36L000135,"33 Oak St, White Plains, 10603",Westchester,"T.U.C. Management Company, Inc.",Fairview Housing LLC,ROS,,,35,92,16,36119010903,,GREENBURGH CSD,660407,41.04669534,-73.79614095,800015125,601175.9408210211,4544638.755165613
Little Falls Garden Apartments,NY020012005,"759 E. Monroe Steet, Little Falls, 13365",Herkimer,Little Falls Housing Authority,Little Falls Realty LLC,ROS,,,49,118,21,36043010701,,LITTLE FALLS CITY SD,210800,43.05461755,-74.85324575,800015126,511951.09755443275,4766890.460011303
Fania Gersham House,NY36T841041,"140 West 105th St, New York, 10025",New York,West Side Federation For Senior and Supportive Housing,One Hundred Forty Associates. LP,NYC,1055925,1018590046,30,69,13,36061018900,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.79901484,-73.9646939,800015127,587335.4864084439,4516961.796933017
Redfield Village Apartments,NY06T841006,"380 Salt Springs Rd, Fayetteville, 13066",Onondaga,Christopher Community Inc,"Redfield South HDFC, Inc.",ROS,,,50,127,22,36067015100,,FAYETTEVILLE-MANLIUS CSD,421001,43.02578081,-75.99349826,800015129,419055.17208940804,4764156.589095927
162-183 Birch Family Services Community Residence,NY36T782002,"550 W 162nd St, New York, 10032",New York,"Birch Family Services,  Inc.","Birch Family Services, Inc.",NYC,1062859,1021200014,31,72,13,36061024500,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.83669493,-73.94174026,800015130,589221.3172330867,4521167.73498889
Felisa Rincon De Gautier Houses,NY368023023,"645 Prospect Ave, Bronx, 10455",Bronx,Truman Development & Management LLC,Prospect Union Associates,NYC,2004915,2026740051,29,84,15,36005007900,,NYC GEOG DIST # 7 - BRONX,320700,40.81494966,-73.90385657,800015131,592445.5227188657,4518793.083263183
Fight Village,NY06L000005,"186 Ward St, Rochester, 14605",Monroe,"Conifer Management, LLC","Conifer Management, LLC",ROS,,,56,137,25,36055009301,,ROCHESTER CITY SD,261600,43.16563169,-77.60814297,800015132,287981.6709194331,4782510.611589711
Flatbush Houses,NY36T801007,"1215 Avenue O, Brooklyn, 11230",Kings,Progress of Peoples Mgmt Corp,"St Brendan Senior Apartments, L.P.",NYC,3181234,3067500050,22,45,9,36047054200,,NYC GEOG DIST #21 - BROOKLYN,332100,40.61283891,-73.96150625,800015134,587848.7161054076,4496298.225474498
Brooklyn Eye and Ear,NY36T781023,"29 Greene Ave, Brooklyn, 11238",Kings,Progress of Peoples Mgmt Corp,Bishop Francis J Mugavero Senior Apartments LP,NYC,3059377,3021190001,25,57,7,36047018100,,NYC GEOG DIST #13 - BROOKLYN,331300,40.6860779,-73.97225814,800015138,586844.1639020104,4504417.476408719
Fox Hills,NY36E000008,"320 Vanderbilt Ave, Staten Island, 10304",Richmond,Park Management Inc,"Fox Hill Housing, LLC",NYC,5110026,5028710001,23,61,11,36085004003,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.61726793,-74.08155279,800015140,577688.4127574316,4496676.964267374
148 Birch Family Services Community Residence,NY36T782007,"550 W 148 St, New York, 10031",New York,"Birch Family Services,  Inc.","Birch Family Services, Inc.",NYC,1062002,1020790053,30,71,13,36061023300,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.827833,-73.94808101,800015141,588698.5336938244,4520177.542950884
149 Birch Family Services Community Residence,NY36T782008,"525 W 149th St, New York, 10031",New York,"Birch Family Services,  Inc.","Birch Family Services, Inc.",NYC,1062089,1020810020,30,71,13,36061023300,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82835258,-73.94680437,800015142,588805.4893991237,4520236.514031148
SUS East 34th,NY36T782003,"1079 E 34th St, Brooklyn, 11210",Kings,"SUS-Developmental Disabilities Services, Inc.","SUS-Developmental Disabilities Services, Inc.",NYC,3206474,3075800012,21,41,9,36047077600,,NYC GEOG DIST #22 - BROOKLYN,332200,40.62992331,-73.94332336,800015144,589364.1042429103,4498212.989745767
SUS East 45th/Bainbridge,NY36T781041,"363 Bainbridge St, Brooklyn, 11233",Kings,"SUS-Developmental Disabilities Services, Inc.","SUS-Developmental Disabilities Services, Inc.",NYC,3040556,3015040073,25,55,8,36047037700,,NYC GEOG DIST #16 - BROOKLYN,331600,40.68214662,-73.92203451,800015145,591093.4868105134,4504031.925318142
Franklin Development,NY360015020,"1000 President St, Brooklyn, 11225",Kings,Star Realty Corporation,"Franklin President Associates, L.P.",NYC,3029704,3011880044,20,57,9,36047021300,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66885461,-73.95894058,800015146,587992.1614529428,4502518.833194044
Franklin Windsor Apartments,NY36T881024,"40 Windsor Ter, White Plains, 10601",Westchester,Community Housing Management Corporation,Franklin Windsor LLC,ROS,,,37,93,16,36119008802,,WHITE PLAINS CITY SD,662200,41.03405599,-73.75988756,800015147,604242.7939742631,4543278.291070404
Freedom House,NY06T821040,"2437 Long Rd, Grand Island, 14072",Erie,People Inc.,Residential Options Company Inc,ROS,,,61,145,26,36029007303,,GRAND ISLAND CSD,141501,43.04919054,-78.98286269,800015149,175604.42239680787,4773980.429470697
Friendset Apts,NY368023010,"2911 W 36th St, Brooklyn, 11224",Kings,Park Management Inc,Friendset Apartments LLC,NYC,3189510,3070460001,23,46,8,36047034200,500-year,NYC GEOG DIST #21 - BROOKLYN,332100,40.57439476,-74.00141354,800015150,584521.2079351775,4491991.691614318
Friendship House,NY02H108008,"13 Leon Avenue, Cortland, 13045",Cortland,CRM Rental Management Inc,Friendship House Housing Development Fund Company,ROS,,,52,125,19,36023970700,,CORTLAND CITY SD,110200,42.61223189,-76.19252361,800015151,402189.76865186414,4718444.464471107
Friendship Manor,NY06T881022,"132 Spring St, Buffalo, 14204",Erie,Joy Real Estate LLC.,Friendship Manor HDFC Inc,ROS,,,63,141,26,36029001403,,BUFFALO CITY SD,140600,42.88111209,-78.85709435,800015152,184991.2539220198,4754833.473301321
Fulton Mill Apts,NY06H108046,"265 W 1st Street, Fulton, 13069",Oswego,"HK Guilford Management NY, LLC.",Fulton Mill Associates,ROS,,,50,120,24,36075021104,,FULTON CITY SD,460500,43.31718814,-76.41834362,800015154,384988.8809521834,4797015.681046999
Fulton Park Apts.,NY368023031,"1760 Fulton St, Brooklyn, 11233",Kings,C&C Apartment Management LLC,Fulton Park Preservation LLC,NYC,3829658,3017020001,20,56,8,36047029900,,NYC GEOG DIST #16 - BROOKLYN,331600,40.67909425,-73.9291447,800015157,590496.7578695749,4503685.747518197
Fulton Street South,NY36A004002,"1330 Fulton St, Brooklyn, 11216",Kings,Metropolitan Realty Group LLC,Fulton Street South Redevelopment Company,NYC,3053758,3018610020,20,56,8,36047024700,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68009972,-73.9472201,800015158,588967.8630998114,4503778.906312012
Georgian Arms Apartments,NY068023020,"119 N George St, Rome, 13440",Oneida,CRM Rental Management Inc,Liberty Georgian Arms Housing Development Fund Company Inc.,ROS,,,53,119,22,36065026300,,ROME CITY SD,411800,43.21390036,-75.46115173,800015160,462542.90503774735,4784671.728423275
Grasse River Housing,NY020018003,"1901 State Hwy 345, Madrid, 13660",St. Lawrence,United Helpers Management Corporation,Grasse River Housing,ROS,,,45,117,21,36089490500,,MADRID-WADDINGTON CSD,511901,44.74906257,-75.13229935,800015161,489527.3737131756,4955083.559436567
"Indian Lake Apts, LLC",NY06R000043,"Gundel Ct, Indian Lake, 12842",Hamilton,Innovative Property Management Services LLC,"Indian Lake Apts, LLC",ROS,,,49,118,21,36041950300,,INDIAN LAKE CSD,200401,43.784509,-74.276658,800015163,558202.8553395806,4848193.409474207
Gamma Housing Corp,NY06T881004,"1159 Eden Evans Center Rd, Evans, 14006",Erie,People Inc.,GAMMA HOUSING CORPORATION,ROS,,,60,147,23,36029015503,,EVANS-BRANT CSD (LAKE SHORE),141401,42.65190575,-79.0216126,800015164,170338.16008300637,4730006.310660571
General Chauncey M Hooper Towers,NY36T791025,"10 W 138th St, New York, 10037",New York,Wavecrest Management Team Ltd,GEN CHAUNCEY M. HOOPER TOWERS HDFC INC.,NYC,1053920,1017350040,30,70,13,36061021200,500-year,NYC GEOG DIST # 5 - MANHATTAN,310500,40.81473749,-73.93675956,800015170,589670.8189611782,4518735.347207717
Genesee Towers,NY06A012002,"110 Genesee ST, Utica, 13502",Oneida,Millennia Housing Management,"Genesee Tower NY, LLC",ROS,,,53,119,22,36065020102,,UTICA CITY SD,412300,43.10322689,-75.22810958,800015173,481438.3161693707,4772303.318493907
George Link Junior Apts,NY36T871015,"1100 George Link Jr Circle, Coram, 11727",Suffolk,Stanan Management Corp.,George Link Jr Apts HDFC Inc.,ROS,,,3,4,1,36103158325,,LONGWOOD CSD,580212,40.884484,-72.992261,800015175,669153.4068980021,4527874.101162484
Gladys Hampton Houses,NY36H108022,"400 Saint Nicholas Ave, New York, 10027",New York,Manhattan North Management Company Inc,Gladys Hampton Affordable Preservation LLC,NYC,1084066,1019550026,30,70,13,36061021500,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.81317947,-73.95001993,800015177,588554.5284865218,4518548.911758714
Glen Cove Housing,NY360016017,"136 Glen Street, Glen Cove, 11542",Nassau,"A-1 Realty Management, Inc.",136 Glen Street Associates LLC,ROS,,,7,13,3,36059517201,,GLEN COVE CITY SD,280100,40.86294317,-73.62567813,800015178,615823.2878681193,4524451.546488129
Golden Age Apartments,NY02L000016,"33 Mechanic Street, Norwich, 13815",Chenango,CRM Rental Management Inc,Liberty Golden Age Housing Development Fund Company Inc,ROS,,,51,121,19,36017970400,,NORWICH CITY SD,81200,42.53354318,-75.52041369,800015181,457262.4309546407,4709148.889081627
Our Mother of Good Counsel Apartments,NY06T841026,"4288 Lake Ave, Blasdell, 14075",Erie,Our Mother of Good Counsel HDFC Inc,Our Mother of Good Counsel HDFC Inc,ROS,,,60,149,23,36029012904,,FRONTIER CSD,141604,42.79737737,-78.82014616,800015182,187586.90834338136,4745395.768946748
Good Neighbor Apts.,NY36E000006,"122 East 104th Street, 1C, New York, 10029",New York,Paths Management Services LLC,"Good Neighbor Apartment Houses, LP",NYC,1051944,1016310063,29,68,13,36061016600,500-year,NYC GEOG DIST # 4 - MANHATTAN,310400,40.7911537,-73.94799386,800015183,588754.7474314332,4516105.914363489
Goodheart House,NY36T831009,"166 S 9th St, Brooklyn, 11211",Kings,"T.U.C. Management Company, Inc.",Goodheart HDFC Inc,NYC,3059731,3021480013,18,50,7,36047052500,,NYC GEOG DIST #14 - BROOKLYN,331400,40.7083754,-73.96199207,800015184,587682.4181655413,4506902.837769937
Grace Houses,NY36T871034,"155-02 90 Ave, Jamaica, 11432",Queens,Amistad Management Corporation,GRACE EPISCOPAL CHURCH JAMAICA SR. CITIZENS HDFC,NYC,4459168,4097540001,14,32,5,36081024000,,NYC GEOG DIST #28 - QUEENS,342800,40.704322,-73.801885,800015189,601213.3694340993,4506625.033995295
Grace Manor I,NY02R000002,"Knapp St, Sherburne, 13460",Chenango,"Chenango Housing Improvement Program, Inc.","Chenango Housing Improvement Program, Inc.",ROS,,,53,121,19,36017970102,100-year,SHERBURNE-EARLVILLE CSD,82001,42.68066,-75.498645,800015190,459146.3782064205,4725474.14183167
Grace Manor II,NY06R000005,"Knapp St, Sherburne, 13460",Chenango,"Chenango Housing Improvement Program, Inc.","Chenango Housing Improvement Program, Inc.",ROS,,,53,121,19,36017970102,100-year,SHERBURNE-EARLVILLE CSD,82001,42.680536,-75.4986,800015191,459149.9837999824,4725460.35081906
Grace Towers,NY36L000084,"2060 Pitkin Ave, Brooklyn, 11207",Kings,Dolphin Property Services LLC,2060 Pitkin Ave LLC,NYC,3328020,3037370001,19,55,8,36047114400,,NYC GEOG DIST #19 - BROOKLYN,331900,40.67127274,-73.89643861,800015192,593271.6643392857,4502851.7010797495
Grace Towers,NY36M000268,"2060 Pitkin Ave, Brooklyn, 11207",Kings,Dolphin Property Services LLC,2060 Pitkin Ave LLC,NYC,3328020,3037370001,19,55,8,36047114400,,NYC GEOG DIST #19 - BROOKLYN,331900,40.67127274,-73.89643861,800015192,593271.6643392857,4502851.7010797495
Grace View Manor,NY06T821018,"80 Calvary Dr, Norwich, 13815",Chenango,National Church Residences,Grace View Manor Housing Development Fund Corp,ROS,,,51,121,19,36017970300,,NORWICH CITY SD,81200,42.54628309,-75.52835093,800015193,456619.42497564777,4710567.558633102
Grand Concourse Phase I,NY36H108052,"1403 Grand Concourse, Bronx, 10452",Bronx,CDC Management Corporation,Standby One Associates,NYC,2008002,2028330030,32,84,15,36005022300,,NYC GEOG DIST # 9 - BRONX,320900,40.8391301,-73.91390629,800015194,591564.6739626124,4521466.7804298205
Grand Street Guild North,NY36M000203,"131 Broome St, New York, 10002",New York,Wavecrest Management Team Ltd,Grand St. Guild E. HDFC INC.,NYC,1077598,1003410070,27,65,10,36061001200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71618088,-73.98433719,800015195,585784.835555559,4507747.231844954
Grand Street Guild South East,NY36M000196,"460 Grand St, New York, 10002",New York,Wavecrest Management Team Ltd,"Southeast Grand Street Guild HDF Co., Inc.",NYC,1004075,1003410001,27,65,10,36061001200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71546716,-73.98440084,800015196,585780.3756363991,4507667.942019091
Grand Street Guild South West,NY36M000195,"410 Grand St, New York, 10002",New York,Wavecrest Management Team Ltd,Grand Street Guild HDFC,NYC,1083423,1003410058,27,65,10,36061001402,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71599547,-73.98609141,800015197,585636.9060259337,4507724.938100499
Branson Manor Sr Apts,NY06T891002,"3 Grandview Dr, Rensselaer, 12144",Rensselaer,DePaul Housing Management Corporation,East Greenbush Housing Development Fund Co Inc,ROS,,,43,108,21,36083052402,,EAST GREENBUSH CSD,490301,42.64482737,-73.69653957,800015198,606853.5698425804,4722198.185189006
Greater Centennial Homes,NY36L000052,"103 West 5th Street, Mount Vernon, 10550",Westchester,Wavecrest Management Team Ltd,Greater Centennial Homes LLC,ROS,,,36,89,16,36119002800,,MT VERNON SCHOOL DISTRICT,660900,40.9011667,-73.83746463,800015200,597917.8767361545,4528436.192346644
Green Acres Apts,NY060011002,"102 Wisteria Dr, Fredonia, 14063",Chautauqua,RA Management LLC,"Greenacres Preservation, L.P.",ROS,,,57,150,23,36013035901,,FREDONIA CSD,62201,42.4556967,-79.35123994,800015201,142192.24400626362,4709554.213938553
Greene Avenue Senior Citizens,NY361029201,"257 Greene Ave, Brooklyn, 11238",Kings,"T.U.C. Management Company, Inc.","Greene Ave Rehabilitation 2012 BSRC, L.P.",NYC,3329903,3019520016,25,57,7,36047023100,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68733647,-73.96149772,800015202,587751.7831967139,4504567.875057325
Greene Park Arms,NY36H108051,"572 Greene Ave, Brooklyn, 11216",Kings,Wavecrest Management Team Ltd,Greene Park Associates,NYC,3050426,3017990013,25,56,8,36047026300,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68873078,-73.94733672,800015203,588946.5313204683,4504736.889832431
Monsignor Vetro Hall,NY36T861019,"320 Devoe St, Brooklyn, 11211",Kings,St Nicks Alliance Corp,"Monsignor Vetro Associates, LP",NYC,3331345,3029210016,18,53,7,36047048100,,NYC GEOG DIST #14 - BROOKLYN,331400,40.7137326,-73.93763882,800015204,589732.423980937,4507522.118840529
Greenport Manor,NY06T821013,"200 Town Hall Dr, Hudson, 12534",Columbia,National Church Residences,NCR of Greenport Housing Development Fund Co Inc,ROS,,,41,106,19,36021001100,,HUDSON CITY SD,101300,42.25566441,-73.76085105,800015205,602212.3322957009,4678906.284601006
