Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
1199 Plaza,NY36M000273,"2120 First Ave, New York, 10029",New York,Metro Management & Development Inc,1199 Housing Corporation,NYC,1083955,1017010001,29,68,13,36061016200,100-year,NYC GEOG DIST # 4 - MANHATTAN,310400,40.79156543,-73.93823358,800016137,589577.6548551018,4516161.5444123475
1451 Development,NY36A007022,"1451 Prospect Pl, Brooklyn, 11213",Kings,1614 Management Corp.,1451 Associates L.P.,NYC,3036099,3013610061,20,55,9,36047034700,,NYC GEOG DIST #16 - BROOKLYN,331600,40.67325119,-73.92856883,800016138,590553.331330796,4503037.724776773
1490 Meadows,NY06T781026,"1527 - 1537 Jefferson Ave, Buffalo, 14208",Erie,JEFFERSON REALTY GROUP LLC.,JEFFERSON REALTY GROUP LLC.,ROS,,,63,141,26,36029016802,,BUFFALO CITY SD,140600,42.91648704,-78.85454513,800016140,185379.66688807018,4758752.841026324
1569 Development,NY36L000033,"1569 Prospect Pl, Brooklyn, 11233",Kings,Star Realty Corporation,Prospect Place Associates LP,NYC,3036143,3013630078,20,55,9,36047035900,,NYC GEOG DIST #17 - BROOKLYN,331700,40.67299838,-73.92398404,800016141,590941.1709986405,4503014.394626996
1596 Development,NY36A007020,"1596 Bedford Ave & 1066 Presid, Brooklyn, 11225",Kings,1614 Management Corp.,1596 Associates LP,NYC,3033460,3012800038,20,57,9,36047032500,,NYC GEOG DIST #17 - BROOKLYN,331700,40.6681,-73.9562,800016144,588224.7985693866,4502437.813844977
1614 Associates,NY36A007021,"1614 Bedford Ave, Brooklyn, 11225",Kings,1614 Management Corp.,"1614 Associates, L.P.",NYC,3033464,3012800046,20,57,9,36047032500,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66765277,-73.9563322,800016147,588214.2138583363,4502388.036015379
1650 President Street,NY36H110045,"1650 President St, Brooklyn, 11213",Kings,Carbrook Management Corp,La Hayeem Realty Associates,NYC,3324653,3014080023,20,43,9,36047035102,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66692775,-73.9327267,800016148,590210.4398144818,4502331.50953838
1775 Houses,NY36H110002,"107 E 126th St, New York, 10035",New York,Manhattan North Management Company Inc,1775 Houses TP4 LLC,NYC,1054496,1017750006,30,68,13,36061024200,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.80543298,-73.93736116,800016149,589632.6019553704,4517701.850881406
1790 Pitkin Avenue,NY36H110013,"1800 Pitkin Ave, Brooklyn, 11212",Kings,Captial Realty Group Inc,Pitkin Apartments LLC,NYC,3083891,3037260013,25,55,8,36047090800,,NYC GEOG DIST #23 - BROOKLYN,332300,40.67020234,-73.90640456,800016150,592430.8169079347,4502722.353090934
1988 Davidson Avenue,NY36H110066,"1988 Davidson Ave, Bronx, 10453",Bronx,Zalmen Management LLC,1988 Davidson LLC,NYC,2008391,2028630007,33,86,13,36005024300,,NYC GEOG DIST #10 - BRONX,321000,40.85240009,-73.9096448,800016151,591905.6145097231,4522944.3376569515
1992 Davidson Avenue,NY36H110025,"1992 Davidson Ave, Bronx, 10453",Bronx,Zalmen Management LLC,1992 Davidson LLC,NYC,2008392,2028630008,33,86,13,36005024300,,NYC GEOG DIST #10 - BRONX,321000,40.85250144,-73.90955157,800016152,591913.3328901167,4522955.686315649
2059 Madison Avenue,NY36H110010,"2059 Madison Ave, New York, 10037",New York,Camber  Property Group,2059 Madison Ave LLC,NYC,1054277,1017550020,30,68,13,36061020600,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.80903417,-73.93806102,800016154,589568.7257298968,4518100.898552219
South Fulton Rehabilitation,NY36A017001,"231 South Fulton Ave, Mount Vernon, 10550",Westchester,Wavecrest Management Team Ltd,231 South Fulton Associates LP,ROS,,,36,89,16,36119003300,,MT VERNON SCHOOL DISTRICT,660900,40.90756667,-73.82751816,800016158,598746.1422578626,4529157.838623536
235 Brook Avenue,NY36H110014,"235 Brook Avenue, Bronx, 10454",Bronx,Sharp Management Corp,Brook-Sharp Realty LLC,NYC,2091055,2022830053,29,84,15,36005003900,,NYC GEOG DIST # 7 - BRONX,320700,40.80786723,-73.91920977,800016160,591160.3500118849,4517990.791159716
278-282 Brook Avenue,NY36H110017,"278-280 Brook Avenue, Bronx, 10454",Bronx,Sharp Management Corp,Brook-Sharp Realty LLC,NYC,2000074,2022670002,29,84,15,36005003900,,NYC GEOG DIST # 7 - BRONX,320700,40.808325,-73.918419,800016167,591226.4224982425,4518042.430262716
296 Brook Avenue,NY36H110019,"296 Brook Avenue, Bronx, 10454",Bronx,Sharp Management Corp,Brook-Sharp Realty LLC,NYC,2000076,2022670011,29,84,15,36005003900,,NYC GEOG DIST # 7 - BRONX,320700,40.80891806,-73.91824643,800016168,591240.1658237563,4518108.444699469
West 53rd St Apts,NY360008019,"328 -336 West 53rd St, New York, 10019",New York,Fairstead Management LLC,328 West 53rd Owner LLC,NYC,1078897,1010430046,47,67,12,36061013300,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.764539,-73.986199,800016170,585565.584919376,4513113.508860311
349 Crown Street,NY360004057,"349 Crown St, Brooklyn, 11225",Kings,Carbrook Management Corp,KZHB Associates,NYC,3033908,3012910001,20,43,9,36047033300,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66624972,-73.94774959,800016172,588941.5206948415,4502240.936879238
West 48th St Apts,NY360008001,"414 W 48th St, New York, 10036",New York,Fairstead Management LLC,414 West 48th Owner LLC,NYC,1079207,1010570141,47,75,12,36061012700,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.76253864,-73.99082667,800016175,585177.5539608165,4512886.951137251
430-440 East 138th Street,NY36H110011,"430-440 East 138th Street, Bronx, 10454",Bronx,Sharp Management Corp,138-Sharp Realty LLC,NYC,2091015,2022820018,29,84,15,36005002500,,NYC GEOG DIST # 7 - BRONX,320700,40.808179,-73.921811,800016176,590940.5171137643,4518022.698493175
Sheridan,NY06T821050,"8300 Sheridan Drive, Clarence, 14221",Erie,"NYSARC, Inc. Erie County Chapter","THE 470 FRANKLIN PROJECT, INC.",ROS,,,60,144,23,36029014603,,CLARENCE CSD,140801,42.97864226,-78.68455756,800016177,199558.91439289995,4765033.489415563
Sunset,NY06T821039,"20 Browning Dr, Hamburg, 14075",Erie,"NYSARC, Inc. Erie County Chapter","THE 470 FRANKLIN PROJECT, INC.",ROS,,,60,149,23,36029013400,,HAMBURG CSD,141601,42.73388553,-78.84485074,800016178,185244.5334808791,4738436.111133299
477 Lenox  Avenue,NY36H110037,"477 Malcolm X  Blvd, New York, 10037",New York,Wavecrest Management Team Ltd,477 Lenox Member LLC,NYC,1058228,1019180036,30,70,13,36061022600,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.813496,-73.941815,800016179,589246.1134845614,4518592.3712208355
Audubon Avenue,NY36H110059,"525-529 West 180th St, New York, 10033",New York,ARCO Management Corporation,West 180th Street Realty LLC,NYC,1076747,1021520061,31,72,13,36061026900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.848099,-73.932395,800016182,589993.7960265022,4522443.251713159
Hudson View I,NY36H110008,"544 W 145th St, New York, 10031",New York,Wavecrest Management Team Ltd,"540 West 145th, L.L.C.",NYC,1061921,1020760056,30,71,13,36061022900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.825895,-73.949916,800016183,588546.3815652727,4519960.551879191
658 Montgomery Street,NY360004059,"658 Montgomery St, Brooklyn, 11225",Kings,Carbrook Management Corp,Givoh Associates,NYC,3034643,3013110038,20,43,9,36047033100,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66482024,-73.94282834,800016186,589359.404926554,4502087.246640358
675 Empire Boulevard,NY360004061,"675 Empire Blvd, Brooklyn, 11213",Kings,Carbrook Management Corp,Habracha Associates,NYC,3038330,3014220001,20,43,9,36047033100,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66413268,-73.93951035,800016187,589640.7897454544,4502014.301212536
724 Dekalb Avenue,NY36H110016,"724 Dekalb Avenue, Brooklyn, 11216",Kings,Renaissance Realty Group LLC,724-726 Dekalb LLC,NYC,3049629,3017800024,25,56,8,36047026100,,NYC GEOG DIST #13 - BROOKLYN,331300,40.69175577,-73.94710513,800016188,588962.076676488,4505072.917394914
738 St Mark Rehab,NY36A007006,"738 Saint Marks Ave, Brooklyn, 11216",Kings,Truman Development & Management LLC,"738 St. Marks Equities, LLC",NYC,3030999,3012270023,20,43,9,36047031701,,NYC GEOG DIST #17 - BROOKLYN,331700,40.67497737,-73.94871783,800016189,588848.092488674,4503208.779106094
Greene Clermont Houses,NY36H108015,"80 Greene Ave, Brooklyn, 11238",Kings,ELH Mgmt LLC,Clermont FTG LLC,NYC,3055929,3019590027,25,57,7,36047019900,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68624087,-73.96894292,800016190,587124.092258021,4504438.848601399
82 Bank Street,NY36A016003,"82 Bank St, White Plains, 10606",Westchester,"DeLaurentis Investment Co., Inc.",82 White Plains Partners LLC,ROS,,,37,88,16,36119009201,,WHITE PLAINS CITY SD,662200,41.02725215,-73.77397862,800016191,603068.897667869,4542506.233798253
931-933 Columbus Avenue,NY36H110021,"933 Columbus Ave, New York, 10025",New York,"Manhattan Valley Development Company, Inc.",931-933 Columbus Avenue H.D.F.C.,NYC,1055630,1018410062,30,69,13,36061018900,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.79895745,-73.96285234,800016192,587490.9130604635,4516957.262193088
950 St Marks Ave,NY36H110075,"950 Saint Marks Ave, Brooklyn, 11213",Kings,Sharp Management Corp,"950 St. Marks Apartments, LLC",NYC,3031067,3012300023,20,43,9,36047034300,,NYC GEOG DIST #17 - BROOKLYN,331700,40.67451579,-73.9404762,800016193,589545.255536013,4503165.9043909
Park Lake Apartments,NY36L000127,"295 S Franklin St, Hempstead, 11550",Nassau,Metropolitan Realty Group LLC,Park Lake Hempstead LP,ROS,,,6,18,4,36059407000,,HEMPSTEAD UFSD,280201,40.69638842,-73.62255404,800026211,616376.9649951778,4505966.439894817
Jackson Terrace,NY36M000159,"100 Terrace Ave, Hempstead, 11550",Nassau,LTD Management,"Terrace 100, L.P.",ROS,,,6,18,4,36059406702,,HEMPSTEAD UFSD,280201,40.71056581,-73.62957623,800026556,615759.1070768407,4507530.973038843
Tower West Apts,NY36M000276,"65 W 96 St, New York, 10025",New York,"Rose Community Management, LLC",RAHF IV Tower West LLC,NYC,1055254,1018327502,47,69,12,36061018100,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.79288763,-73.96705842,800026788,587144.0316408321,4516279.273613993
Brownsville Gardens,NY368023032,"50 Legion St, Brooklyn, 11212",Kings,Michaels Management-Affordable LLC,Brownsville Associates,NYC,3326501,3035130001,25,55,8,36047090000,,NYC GEOG DIST #23 - BROOKLYN,332300,40.66715481,-73.9180538,800027350,591450.367367652,4502371.874812974
Southgate Apts,NY06M000048,"105 Frank Street, Schenectady, 12304",Schenectady,"The Boston Land Company Management Services, Inc.","National Affordable Housing Foundation Schenectady, Inc",ROS,,,44,111,20,36093021700,,SCHENECTADY CITY SD,530600,42.7898355,-73.91850777,800027371,588450.9047659353,4738043.9276126055
Genesee Gardens,NY02L000030,"114 Genesee Gardens, Auburn, 13021",Cayuga,Sutton Real Estate Co,"Genesee Gardens Associates,LP",ROS,,,48,126,24,36011041300,,AUBURN CITY SD,50100,42.93751484,-76.56833085,800027372,372037.30082966585,4755069.126516984
Ellicott Park Townhomes,NY06L000014,"10 Durham Ct, Buffalo, 14204",Erie,"Cornerstone Property Managers, LLC",Ellicott Park Townhomes Community Partners LP,ROS,,,63,141,26,36029001403,,BUFFALO CITY SD,140600,42.8843005,-78.86358114,800027578,184477.69278691342,4755211.922447427
1100 Michigan Ave,NY06H108024,"38 Holloway Blvd., Buffalo, 14209",Erie,Corvus Property Intelligence LLC,SAA EVI MC Family LLC,ROS,,,63,141,26,36029003100,,BUFFALO CITY SD,140600,42.90297599,-78.86481881,800027581,184471.98146211653,4757290.762383399
Jefferson Village Apts,NY06R000033,"222 E Second Ave, Watkins Glen, 14891",Schuyler,Watkins Glen Housing Authority,Watkins Glen Housing Authority,ROS,,,58,132,23,36097950400,,WATKINS GLEN CSD,550301,42.38265352,-76.87186667,800027620,345906.13467460545,4693960.297865845
Juniper Manor,NY06R000037,"24 Elm Street, Trumansburg, 14886",Tompkins,CRM Rental Management Inc,Trumansburg Seniors Inc,ROS,,,52,125,19,36109001600,100-year,TRUMANSBURG CSD,611001,42.54047605,-76.66426975,800027623,363339.9398251872,4711129.628749578
Nunda Villager Apts,NY06R000044,"101 Keating Ln, Nunda, 14517",Livingston,"Two Plus Four Management Co., Inc.",NUNDA VILLAGER APARTMENTS CO LP,ROS,,,54,133,24,36051031200,,DALTON-NUNDA CSD (KESHEQUA),241101,42.57654807,-77.93672123,800027625,258986.4335356475,4717973.79652485
Foxwood Place,NY06L000009,"6147 Ruhlman Rd, Lockport, 14094",Niagara,Power Play Partners LLC,Foxwood Orange LLC,ROS,,,62,144,26,36063023401,,LOCKPORT CITY SD,400400,43.14970897,-78.70101155,800027664,199056.29202617903,4784092.1212603375
Providence Hall,NY068023022,"119 Columbia St, Hudson, 12534",Columbia,"Arbor Management, LLC",Providence and Schuyler Apartments Preservation LLC,ROS,,,41,106,19,36021001200,,HUDSON CITY SD,101300,42.25554065,-73.7933989,800027688,599527.7485688856,4678854.004882294
Estella Apts,NY06A002002,"942 Niagara Ave, Niagara Falls, 14305",Niagara,Mr. Frederick Battaglia,Mr. Frederick Battaglia,ROS,,,62,145,26,36063020500,,NIAGARA FALLS CITY SD,400800,43.1079915,-79.05220724,800027703,170271.8243321468,4780782.190409843
Burnie C McCarley Gardens,NY06H108008,"818 Michigan Ave, Buffalo, 14203",Erie,"JOY Real Estate, LLC",McCarley Gardens LLC,ROS,,,63,141,26,36029002502,,BUFFALO CITY SD,140600,42.89481752,-78.86510788,800055705,184406.70642683812,4756385.726939744
Sleepy Hollow,NY360003007,"46 Jackson Ave, Eastchester, 10709",Westchester,Sleepy Hollow Realty Corp,Sleepy Hollow Realty Corp,ROS,,,37,88,16,36119005100,,EASTCHESTER UFSD,660301,40.9498756,-73.82023285,800079076,599296.355861608,4533862.86501272
Amsterdam Rehabilitation,NY06A003002,"53-59 Wall Street, Amsterdam, 12010",Montgomery,Rivercrest Development Corp.,Rivercrest Development Corp.,ROS,,,46,111,21,36057070300,,AMSTERDAM CITY SD,270100,42.94131758,-74.1935876,800080041,565792.0221812784,4754613.673380015
Daly Avenue Apartments,NYPF0019502,"921 E 180 St, BRONX, 10460",Bronx,"Phipps Houses Services, Inc.",Daly 180 Housing Development Fund Corporation,NYC,2114117,2031280001,32,87,15,36005036300,,NYC GEOG DIST #12 - BRONX,321200,40.84457142,-73.88133277,800209447,594303.1677352602,4522105.375553148
Cedargrove Heights,NY06A008005,"31 B-D Windwood Ct, Cheektowaga, 14225",Erie,Forge  On LLC,Forge  On LLC,ROS,,,63,143,26,36029010102,,CLEVELAND HILL UFSD,140703,42.9315957,-78.78276721,800209801,191314.60044053907,4760164.5660317205
Cedargrove Heights,NY06A008007,"16 A-D Windwood Ct, Cheektowaga, 14224",Erie,Forge  On LLC,Forge  On LLC,ROS,,,63,143,26,36029010102,,CLEVELAND HILL UFSD,140703,42.93183396,-78.7814665,800209802,191421.9449045203,4760186.248521492
587-597 East 139th Street Apartments,NYPF0039402,"587-597 East 139th St., Bronx, 10454",Bronx,MHANY Management Inc.,MHANY 1999 II HDFC,NYC,2003645,2025520061,29,84,15,36005002702,,NYC GEOG DIST # 7 - BRONX,320700,40.807154,-73.915592,800218990,591466.4792961578,4517915.384948548
Riverdale Osborne Towers,NY36L000104,"345 Thatford Ave, Brooklyn, 11212",Kings,"Proto Property Services, LLC","Riverdale Osborne Towers Housing Associates, LLC",NYC,3326582,3035900011,19,55,8,36047091800,,NYC GEOG DIST #23 - BROOKLYN,332300,40.66159045,-73.90748127,800226793,592351.6915827824,4501765.248990398
Riverdale Osborne Towers,NY36L000105,"345 Thatford Ave, Brooklyn, 11212",Kings,"Proto Property Services, LLC","Riverdale Osborne Towers Housing Associates, LLC",NYC,3326582,3035900011,19,55,8,36047091800,,NYC GEOG DIST #23 - BROOKLYN,332300,40.66159045,-73.90748127,800226793,592351.6915827824,4501765.248990398
Lexington Court,NY36M000173,"2010 Lexington Ave, New York, 10035",New York,SHP Management Corp,Lexington Court LLC,NYC,1075645,1017670052,30,68,13,36061018200,,NYC GEOG DIST # 4 - MANHATTAN,310400,40.8002775,-73.94023586,800232090,589397.037559951,4517126.613566828
Lexington Court,NY36M000257,"2010 Lexington Ave, New York, 10035",New York,SHP Management Corp,Lexington Court LLC,NYC,1075645,1017670052,30,68,13,36061018200,,NYC GEOG DIST # 4 - MANHATTAN,310400,40.8002775,-73.94023586,800232090,589397.037559951,4517126.613566828
Bridge Revitalization,NY36T791054,"538 E 6th St, New York, 10009",New York,The Bridge Inc,"Bridge Revitalization, L.P.",NYC,1005060,1004010029,27,74,10,36061003200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72462627,-73.9822114,800232792,585953.5213928798,4508686.805592793
Bridge Revitalization,NY36T831010,"538 E 6th St, New York, 10009",New York,The Bridge Inc,"Bridge Revitalization, L.P.",NYC,1005060,1004010029,27,74,10,36061003200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72462627,-73.9822114,800232792,585953.5213928798,4508686.805592793
Bridge Revitalization,NY36T851030,"538 E 6th St, New York, 10009",New York,The Bridge Inc,"Bridge Revitalization, L.P.",NYC,1005060,1004010029,27,74,10,36061003200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72462627,-73.9822114,800232792,585953.5213928798,4508686.805592793
Bridge Revitalization,NY36T861023,"538 E 6th St, New York, 10009",New York,The Bridge Inc,"Bridge Revitalization, L.P.",NYC,1005060,1004010029,27,74,10,36061003200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72462627,-73.9822114,800232792,585953.5213928798,4508686.805592793
Bridge Revitalization,NY36T881015,"538 E 6th St, New York, 10009",New York,The Bridge Inc,"Bridge Revitalization, L.P.",NYC,1005060,1004010029,27,74,10,36061003200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72462627,-73.9822114,800232792,585953.5213928798,4508686.805592793
Goodwin Himrod Apartments,NY36T861060,"55 Goodwin Place, Brooklyn, 11221",Kings,"Goodwin Himrod Associates, L.P.","Goodwin Himrod Associates, L.P.",NYC,3319576,3032940042,18,53,7,36047039500,,NYC GEOG DIST #32 - BROOKLYN,333200,40.69142151,-73.92320483,800233357,590981.9713112287,4505060.285263947
Goodwin Himrod Apartments,NY36T871031,"55 Goodwin Place, Brooklyn, 11221",Kings,"Goodwin Himrod Associates, L.P.","Goodwin Himrod Associates, L.P.",NYC,3319576,3032940042,18,53,7,36047039500,,NYC GEOG DIST #32 - BROOKLYN,333200,40.69142151,-73.92320483,800233357,590981.9713112287,4505060.285263947
Arista UAC Properties,NY36E000028,"1473 Popham Ave # 1475, Bronx, 10453",Bronx,Shinda Management Corporation,Arista UAC Properties LP,NYC,2008873,2028770202,31,77,15,36005020501,,NYC GEOG DIST # 9 - BRONX,320900,40.84751511,-73.92235198,800234848,590841.1847240494,4522388.801718254
The Village of West Farms,NY36L000108,"990 E 178th St, Bronx, 10460",Bronx,Fordham-Bedford Housing Corporation,West Farms Square LLC,NYC,2092386,2031300020,32,87,15,36005036100,,NYC GEOG DIST #12 - BRONX,321200,40.84144644,-73.88112976,800235221,594324.7125954484,4521758.6914781025
Sebco III/ Sebco VI aka PRC Simpson Street,NY360008011,"923 Simpson St, Bronx, 10459",Bronx,Fairstead Management LLC,PRC Simpson Street LLC,NYC,2005759,2027230012,32,85,14,36005008700,,NYC GEOG DIST # 8 - BRONX,320800,40.82058794,-73.89329884,800236355,593328.0435502683,4519430.1726028435
Terrace Gardens,NY36L000035,"195 Steuben St, Staten Island, 10304",Richmond,Progressive Management of NY Corp,Terrace Gardens Housing Limited Partnership,NYC,5043578,5028930001,23,61,11,36085004004,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.60912862,-74.08311072,800236924,577566.0433849922,4495772.0923488885
